nom,SIREN,COG,type,code_region,code_departement
Saint-Louet-sur-Vire,215005042,50504,COM,28,50
Saint-Loup,215005059,50505,COM,28,50
Saint-Malo-de-la-Lande,215005067,50506,COM,28,50
Saint-Marcouf,215005075,50507,COM,28,50
Sainte-Marie-du-Mont,215005091,50509,COM,28,50
Saint-Martin-d'Aubigny,215005109,50510,COM,28,50
Saint-Martin-d'Audouville,215005117,50511,COM,28,50
Saint-Martin-de-Bonfossé,215005125,50512,COM,28,50
Saint-Martin-de-Cenilly,215005133,50513,COM,28,50
Chaulieu,215005141,50514,COM,28,50
Saint-Martin-de-Varreville,215005174,50517,COM,28,50
Saint-Martin-le-Bouillant,215005182,50518,COM,28,50
Saint-Martin-le-Gréard,215005190,50519,COM,28,50
Saint-Maur-des-Bois,215005216,50521,COM,28,50
Saint-Maurice-en-Cotentin,215005224,50522,COM,28,50
Sainte-Mère-Église,200087138,50523,COM,28,50
Saint-Michel-de-Montjoie,215005257,50525,COM,28,50
Saint-Nicolas-de-Pierrepont,215005281,50528,COM,28,50
Saint-Nicolas-des-Bois,215005299,50529,COM,28,50
Saint-Ovin,215005315,50531,COM,28,50
Saint-Pair-sur-Mer,215005323,50532,COM,28,50
Saint-Patrice-de-Claids,215005331,50533,COM,28,50
Le Parc,200055960,50535,COM,28,50
Saint-Pierre-d'Arthéglise,215005364,50536,COM,28,50
Saint-Pierre-de-Coutances,215005372,50537,COM,28,50
Saint-Pierre-de-Semilly,215005380,50538,COM,28,50
Saint-Pierre-Église,215005398,50539,COM,28,50
Saint-Pierre-Langers,215005406,50540,COM,28,50
Saint-Planchers,215005414,50541,COM,28,50
Saint-Pois,215005422,50542,COM,28,50
Saint-Quentin-sur-le-Homme,215005430,50543,COM,28,50
Bourgvallées,200086213,50546,COM,28,50
Saint-Sauveur-de-Pierrepont,215005489,50548,COM,28,50
Saint-Sauveur-la-Pommeraye,215005497,50549,COM,28,50
Saint-Sauveur-Villages,200087047,50550,COM,28,50
Saint-Sauveur-le-Vicomte,215005513,50551,COM,28,50
Saint-Sébastien-de-Raids,215005521,50552,COM,28,50
Saint-Senier-de-Beuvron,215005539,50553,COM,28,50
Saint-Senier-sous-Avranches,215005547,50554,COM,28,50
Sainte-Suzanne-sur-Vire,215005562,50556,COM,28,50
Saint-Vaast-la-Hougue,215005620,50562,COM,28,50
Saint-Vigor-des-Monts,215005638,50563,COM,28,50
Terre-et-Marais,200058428,50564,COM,28,50
Sartilly-Baie-Bocage,200058048,50565,COM,28,50
Saussemesnil,215005679,50567,COM,28,50
Saussey,215005687,50568,COM,28,50
Savigny,215005695,50569,COM,28,50
Savigny-le-Vieux,215005703,50570,COM,28,50
Sébeville,215005711,50571,COM,28,50
Sénoville,215005729,50572,COM,28,50
Servon,215005745,50574,COM,28,50
Sideville,215005752,50575,COM,28,50
Siouville-Hague,215005760,50576,COM,28,50
Sortosville-en-Beaumont,215005778,50577,COM,28,50
Sortosville,215005786,50578,COM,28,50
Sottevast,215005794,50579,COM,28,50
Sotteville,215005802,50580,COM,28,50
Sourdeval,200059541,50582,COM,28,50
Subligny,215005844,50584,COM,28,50
Surtainville,215005851,50585,COM,28,50
Taillepied,215005877,50587,COM,28,50
Tamerville,215005885,50588,COM,28,50
Tanis,215005893,50589,COM,28,50
Le Tanu,215005901,50590,COM,28,50
Le Teilleul,200057636,50591,COM,28,50
Tessy-Bocage,200077931,50592,COM,28,50
Teurthéville-Bocage,215005935,50593,COM,28,50
Teurthéville-Hague,215005943,50594,COM,28,50
Théville,215005968,50596,COM,28,50
Tirepied-sur-Sée,200082782,50597,COM,28,50
Tocqueville,215005984,50598,COM,28,50
Tollevast,215005992,50599,COM,28,50
Torigny-les-Villes,200053825,50601,COM,28,50
Tourville-sur-Sienne,215006032,50603,COM,28,50
Tréauville,215006040,50604,COM,28,50
Tribehou,215006065,50606,COM,28,50
La Trinité,215006073,50607,COM,28,50
Turqueville,215006099,50609,COM,28,50
Urville,215006107,50610,COM,28,50
Vains,215006123,50612,COM,28,50
Valcanville,215006131,50613,COM,28,50
Valognes,215006156,50615,COM,28,50
Le Val-Saint-Père,215006164,50616,COM,28,50
Varenguebec,215006172,50617,COM,28,50
Varouville,215006180,50618,COM,28,50
Le Vast,215006198,50619,COM,28,50
Vaudreville,215006214,50621,COM,28,50
La Vendelée,215006248,50624,COM,28,50
Ver,215006263,50626,COM,28,50
Vernix,215006289,50628,COM,28,50
Vesly,215006297,50629,COM,28,50
Le Vicel,215006339,50633,COM,28,50
Videcosville,215006347,50634,COM,28,50
Villebaudon,215006370,50637,COM,28,50
Villedieu-les-Poêles-Rouffigny,200054732,50639,COM,28,50
Villiers-Fossard,215006412,50641,COM,28,50
Virandeville,215006438,50643,COM,28,50
Yquelon,215006479,50647,COM,28,50
Yvetot-Bocage,215006487,50648,COM,28,50
Ablancourt,215100017,51001,COM,44,51
Saint-Martin-d'Ablois,215100025,51002,COM,44,51
Aigny,215100033,51003,COM,44,51
Allemanche-Launay-et-Soyer,215100041,51004,COM,44,51
Allemant,215100058,51005,COM,44,51
Alliancelles,215100066,51006,COM,44,51
Ambonnay,215100074,51007,COM,44,51
Ambrières,215100082,51008,COM,44,51
Angluzelles-et-Courcelles,215100108,51010,COM,44,51
Anthenay,215100116,51012,COM,44,51
Aougny,215100124,51013,COM,44,51
Arcis-le-Ponsart,215100132,51014,COM,44,51
Argers,215100140,51015,COM,44,51
Arrigny,215100157,51016,COM,44,51
Arzillières-Neuville,215100165,51017,COM,44,51
Athis,215100173,51018,COM,44,51
Aubérive,215100181,51019,COM,44,51
Aubilly,215100199,51020,COM,44,51
Aulnay-l'Aître,215100207,51022,COM,44,51
Aulnay-sur-Marne,215100215,51023,COM,44,51
Auménancourt,215100223,51025,COM,44,51
Auve,215100231,51027,COM,44,51
Avenay-Val-d'Or,215100249,51028,COM,44,51
Avize,215100256,51029,COM,44,51
Aÿ-Champagne,200055622,51030,COM,44,51
Baconnes,215100272,51031,COM,44,51
Bagneux,215100280,51032,COM,44,51
Le Baizil,215100298,51033,COM,44,51
Bannay,215100306,51034,COM,44,51
Bannes,215106162,51035,COM,44,51
Barbonne-Fayel,215100314,51036,COM,44,51
Baslieux-lès-Fismes,215100322,51037,COM,44,51
Baslieux-sous-Châtillon,215100330,51038,COM,44,51
Bassu,215100348,51039,COM,44,51
Bassuet,215100355,51040,COM,44,51
Baudement,215100363,51041,COM,44,51
Baye,215100371,51042,COM,44,51
Bazancourt,215100389,51043,COM,44,51
Beaumont-sur-Vesle,215100397,51044,COM,44,51
Beaunay,215100405,51045,COM,44,51
Beine-Nauroy,215100413,51046,COM,44,51
Belval-en-Argonne,215100421,51047,COM,44,51
Belval-sous-Châtillon,215100439,51048,COM,44,51
Bergères-lès-Vertus,215100447,51049,COM,44,51
Bergères-sous-Montmirail,215100454,51050,COM,44,51
Berméricourt,215100462,51051,COM,44,51
Berru,215100470,51052,COM,44,51
Berzieux,215100488,51053,COM,44,51
Bétheniville,215100496,51054,COM,44,51
Bétheny,215100504,51055,COM,44,51
Bethon,215100512,51056,COM,44,51
Bettancourt-la-Longue,215100520,51057,COM,44,51
Bezannes,215100538,51058,COM,44,51
Bignicourt-sur-Marne,215100546,51059,COM,44,51
Bignicourt-sur-Saulx,215100553,51060,COM,44,51
Billy-le-Grand,215100561,51061,COM,44,51
Binarville,215100579,51062,COM,44,51
Binson-et-Orquigny,215100587,51063,COM,44,51
Blacy,215100603,51065,COM,44,51
Blaise-sous-Arzillières,215100611,51066,COM,44,51
Blesme,215100629,51068,COM,44,51
Bligny,215100637,51069,COM,44,51
Boissy-le-Repos,215100645,51070,COM,44,51
Bouilly,215100660,51072,COM,44,51
Bouleuse,215100678,51073,COM,44,51
Boult-sur-Suippe,215100686,51074,COM,44,51
Bourgogne-Fresne,200062990,51075,COM,44,51
Boursault,215100702,51076,COM,44,51
Bouvancourt,215100710,51077,COM,44,51
Bouy,215100728,51078,COM,44,51
Bouzy,215100736,51079,COM,44,51
Brandonvillers,215100744,51080,COM,44,51
Branscourt,215100751,51081,COM,44,51
Braux-Sainte-Cohière,215100769,51082,COM,44,51
Braux-Saint-Remy,215100777,51083,COM,44,51
Bréban,215100785,51084,COM,44,51
Le Breuil,215100793,51085,COM,44,51
Breuil-sur-Vesle,215100801,51086,COM,44,51
Breuvery-sur-Coole,215100819,51087,COM,44,51
Brimont,215100827,51088,COM,44,51
Brouillet,215100835,51089,COM,44,51
Broussy-le-Grand,215100843,51090,COM,44,51
Broussy-le-Petit,215100850,51091,COM,44,51
Broyes,215100868,51092,COM,44,51
Brugny-Vaudancourt,215100876,51093,COM,44,51
Brusson,215100884,51094,COM,44,51
Le Buisson,215100892,51095,COM,44,51
Bussy-le-Château,215100900,51097,COM,44,51
Bussy-le-Repos,215100918,51098,COM,44,51
Bussy-Lettrée,215100926,51099,COM,44,51
La Caure,215100934,51100,COM,44,51
Caurel,215100942,51101,COM,44,51
Cauroy-lès-Hermonville,215100959,51102,COM,44,51
La Celle-sous-Chantemerle,215100967,51103,COM,44,51
Cernay-en-Dormois,215100975,51104,COM,44,51
Cernay-lès-Reims,215100983,51105,COM,44,51
Cernon,215100991,51106,COM,44,51
Chaintrix-Bierges,215101007,51107,COM,44,51
Châlons-en-Champagne,215101015,51108,COM,44,51
Châlons-sur-Vesle,215101023,51109,COM,44,51
Chaltrait,215101031,51110,COM,44,51
Chambrecy,215101049,51111,COM,44,51
Chamery,215101056,51112,COM,44,51
Champaubert,215101064,51113,COM,44,51
Champfleury,215101072,51115,COM,44,51
Champguyon,215101080,51116,COM,44,51
Champigneul-Champagne,215101098,51117,COM,44,51
Champigny,215101106,51118,COM,44,51
Champillon,215101114,51119,COM,44,51
Champlat-et-Boujacourt,215101122,51120,COM,44,51
Champvoisy,215101130,51121,COM,44,51
Changy,215101148,51122,COM,44,51
Chantemerle,215101155,51124,COM,44,51
Chapelaine,215101163,51125,COM,44,51
La Chapelle-Felcourt,215101171,51126,COM,44,51
La Chapelle-Lasson,215101189,51127,COM,44,51
La Chapelle-sous-Orbais,215101197,51128,COM,44,51
Charleville,215101205,51129,COM,44,51
Charmont,215101213,51130,COM,44,51
Les Charmontois,215101221,51132,COM,44,51
Le Châtelier,215101239,51133,COM,44,51
Châtelraould-Saint-Louvent,215101247,51134,COM,44,51
Châtillon-sur-Broué,215101254,51135,COM,44,51
Châtillon-sur-Marne,215101262,51136,COM,44,51
Châtillon-sur-Morin,215101270,51137,COM,44,51
Châtrices,215101288,51138,COM,44,51
Chaudefontaine,215101296,51139,COM,44,51
Chaumuzy,215101304,51140,COM,44,51
La Chaussée-sur-Marne,215101312,51141,COM,44,51
Chavot-Courcourt,215101320,51142,COM,44,51
Le Chemin,215101338,51143,COM,44,51
Cheminon,215101346,51144,COM,44,51
Chenay,215101353,51145,COM,44,51
Cheniers,215101361,51146,COM,44,51
La Cheppe,215101379,51147,COM,44,51
Cheppes-la-Prairie,215101387,51148,COM,44,51
Chepy,215101395,51149,COM,44,51
Cherville,215101403,51150,COM,44,51
Chichey,215101411,51151,COM,44,51
Chigny-les-Roses,215101429,51152,COM,44,51
Chouilly,215101437,51153,COM,44,51
Clamanges,215101445,51154,COM,44,51
Clesles,215101452,51155,COM,44,51
Cloyes-sur-Marne,215101460,51156,COM,44,51
Coizard-Joches,215101478,51157,COM,44,51
Val-des-Marais,215101486,51158,COM,44,51
Compertrix,215101494,51160,COM,44,51
Condé-sur-Marne,215101502,51161,COM,44,51
Conflans-sur-Seine,215101510,51162,COM,44,51
Congy,215101528,51163,COM,44,51
Connantray-Vaurefroy,215101536,51164,COM,44,51
Connantre,215101544,51165,COM,44,51
Contault,215101551,51166,COM,44,51
Coole,215101569,51167,COM,44,51
Coolus,215101577,51168,COM,44,51
Corbeil,215101585,51169,COM,44,51
Corfélix,215101593,51170,COM,44,51
Cormicy,200073385,51171,COM,44,51
Cormontreuil,215101619,51172,COM,44,51
Cormoyeux,215101627,51173,COM,44,51
Corribert,215101635,51174,COM,44,51
Corrobert,215101643,51175,COM,44,51
Corroy,215101650,51176,COM,44,51
Coulommes-la-Montagne,215101668,51177,COM,44,51
Coupetz,215101676,51178,COM,44,51
Coupéville,215101684,51179,COM,44,51
Courcelles-Sapicourt,215101692,51181,COM,44,51
Courcemain,215101700,51182,COM,44,51
Courcy,215101718,51183,COM,44,51
Courdemanges,215101726,51184,COM,44,51
Courgivaux,215101734,51185,COM,44,51
Courjeonnet,215101742,51186,COM,44,51
Courlandon,215101759,51187,COM,44,51
Courmas,215101767,51188,COM,44,51
Courtagnon,215101775,51190,COM,44,51
Courtémont,215101783,51191,COM,44,51
Courthiézy,215101791,51192,COM,44,51
Courtisols,215101809,51193,COM,44,51
Courville,215101817,51194,COM,44,51
Couvrot,215101825,51195,COM,44,51
Cramant,215101833,51196,COM,44,51
La Croix-en-Champagne,215101841,51197,COM,44,51
Crugny,215101858,51198,COM,44,51
Cuchery,215101866,51199,COM,44,51
Cuis,215101874,51200,COM,44,51
Cuisles,200002160,51201,COM,44,51
Cumières,215101882,51202,COM,44,51
Cuperly,215101890,51203,COM,44,51
Damery,215101908,51204,COM,44,51
Dampierre-au-Temple,215101916,51205,COM,44,51
Dampierre-le-Château,215101924,51206,COM,44,51
Dampierre-sur-Moivre,215101932,51208,COM,44,51
Dizy,215101940,51210,COM,44,51
Dommartin-Dampierre,215101957,51211,COM,44,51
Dommartin-Lettrée,215101965,51212,COM,44,51
Dommartin-sous-Hans,215101973,51213,COM,44,51
Dommartin-Varimont,215101981,51214,COM,44,51
Dompremy,215101999,51215,COM,44,51
Dontrien,215102005,51216,COM,44,51
Dormans,215102013,51217,COM,44,51
Val-de-Vière,215102021,51218,COM,44,51
Drosnay,215102039,51219,COM,44,51
Drouilly,215102047,51220,COM,44,51
Éclaires,215102054,51222,COM,44,51
Écollemont,215102062,51223,COM,44,51
Écriennes,215102070,51224,COM,44,51
Écueil,215102088,51225,COM,44,51
Écury-le-Repos,215102096,51226,COM,44,51
Écury-sur-Coole,215106154,51227,COM,44,51
Élise-Daucourt,215102104,51228,COM,44,51
Épense,215102112,51229,COM,44,51
Épernay,215102120,51230,COM,44,51
L'Épine,215102138,51231,COM,44,51
Époye,215102146,51232,COM,44,51
Escardes,215102153,51233,COM,44,51
Esclavolles-Lurey,215102161,51234,COM,44,51
Les Essarts-lès-Sézanne,215102179,51235,COM,44,51
Les Essarts-le-Vicomte,215102187,51236,COM,44,51
Esternay,215102195,51237,COM,44,51
Étoges,215102203,51238,COM,44,51
Étréchy,215102211,51239,COM,44,51
Étrepy,215102229,51240,COM,44,51
Euvy,215102237,51241,COM,44,51
Fagnières,215102245,51242,COM,44,51
Faux-Fresnay,215102252,51243,COM,44,51
Faux-Vésigneul,215102260,51244,COM,44,51
Faverolles-et-Coëmy,215102278,51245,COM,44,51
Favresse,215102286,51246,COM,44,51
Fèrebrianges,215102294,51247,COM,44,51
Fère-Champenoise,215102302,51248,COM,44,51
Festigny,215102310,51249,COM,44,51
Fismes,215102328,51250,COM,44,51
Flavigny,215102336,51251,COM,44,51
Fleury-la-Rivière,215102344,51252,COM,44,51
Florent-en-Argonne,215102351,51253,COM,44,51
Fontaine-Denis-Nuisy,215102369,51254,COM,44,51
Fontaine-en-Dormois,215102377,51255,COM,44,51
Fontaine-sur-Ay,215102385,51256,COM,44,51
La Forestière,215102393,51258,COM,44,51
Francheville,215102401,51259,COM,44,51
Le Fresne,215102419,51260,COM,44,51
Frignicourt,215102435,51262,COM,44,51
Fromentières,215102443,51263,COM,44,51
Le Gault-Soigny,215102450,51264,COM,44,51
Gaye,215102468,51265,COM,44,51
Germaine,215102476,51266,COM,44,51
Germigny,215102484,51267,COM,44,51
Germinon,215102492,51268,COM,44,51
Giffaumont-Champaubert,215102500,51269,COM,44,51
Gigny-Bussy,215102518,51270,COM,44,51
Givry-en-Argonne,215102534,51272,COM,44,51
Givry-lès-Loisy,215102542,51273,COM,44,51
Gizaucourt,215102559,51274,COM,44,51
Glannes,215102567,51275,COM,44,51
Gourgançon,215102575,51276,COM,44,51
Sainte-Marie-du-Lac-Nuisement,215102583,51277,COM,44,51
Les Grandes-Loges,215102591,51278,COM,44,51
Granges-sur-Aube,215102609,51279,COM,44,51
Gratreuil,215102617,51280,COM,44,51
Grauves,215102625,51281,COM,44,51
Gueux,215102633,51282,COM,44,51
Hans,215102641,51283,COM,44,51
Haussignémont,215102658,51284,COM,44,51
Haussimont,215102666,51285,COM,44,51
Hauteville,215102674,51286,COM,44,51
Hautvillers,215102682,51287,COM,44,51
Heiltz-le-Hutier,215102690,51288,COM,44,51
Heiltz-le-Maurupt,215102708,51289,COM,44,51
Heiltz-l'Évêque,215102716,51290,COM,44,51
Hermonville,215102724,51291,COM,44,51
Herpont,215102732,51292,COM,44,51
Heutrégiville,215102740,51293,COM,44,51
Hourges,215102757,51294,COM,44,51
Huiron,215102765,51295,COM,44,51
Humbauville,215102773,51296,COM,44,51
Igny-Comblizy,215102781,51298,COM,44,51
Isles-sur-Suippe,215102799,51299,COM,44,51
Isle-sur-Marne,215106196,51300,COM,44,51
Isse,215102807,51301,COM,44,51
Les Istres-et-Bury,215102815,51302,COM,44,51
Jâlons,215102823,51303,COM,44,51
Janvilliers,215102831,51304,COM,44,51
Janvry,215102849,51305,COM,44,51
Joiselle,215102856,51306,COM,44,51
Jonchery-sur-Suippe,215102864,51307,COM,44,51
Jonchery-sur-Vesle,215102872,51308,COM,44,51
Jonquery,215102880,51309,COM,44,51
Jouy-lès-Reims,215102898,51310,COM,44,51
Jussecourt-Minecourt,215102906,51311,COM,44,51
Juvigny,215102914,51312,COM,44,51
Lachy,215102922,51313,COM,44,51
Lagery,215102930,51314,COM,44,51
Landricourt,215102948,51315,COM,44,51
Larzicourt,215102955,51316,COM,44,51
Laval-sur-Tourbe,215102963,51317,COM,44,51
Lavannes,215102971,51318,COM,44,51
Lenharrée,215102989,51319,COM,44,51
Leuvrigny,215102997,51320,COM,44,51
Lhéry,215103003,51321,COM,44,51
Lignon,215103011,51322,COM,44,51
Linthelles,215103029,51323,COM,44,51
Linthes,215103037,51324,COM,44,51
Lisse-en-Champagne,215103045,51325,COM,44,51
Livry-Louvercy,215103052,51326,COM,44,51
Loisy-en-Brie,215103060,51327,COM,44,51
Loisy-sur-Marne,215103078,51328,COM,44,51
Loivre,215103086,51329,COM,44,51
Ludes,215103102,51333,COM,44,51
Luxémont-et-Villotte,215103110,51334,COM,44,51
Maffrécourt,215103128,51336,COM,44,51
Magneux,215103136,51337,COM,44,51
Mailly-Champagne,215103144,51338,COM,44,51
Mairy-sur-Marne,215103151,51339,COM,44,51
Maisons-en-Champagne,215103169,51340,COM,44,51
Malmy,215103177,51341,COM,44,51
Mancy,215103185,51342,COM,44,51
Marcilly-sur-Seine,215103193,51343,COM,44,51
Mardeuil,215103201,51344,COM,44,51
Mareuil-en-Brie,215103219,51345,COM,44,51
Mareuil-le-Port,215103227,51346,COM,44,51
Marfaux,215103243,51348,COM,44,51
Margerie-Hancourt,215103250,51349,COM,44,51
Margny,215103268,51350,COM,44,51
Marigny,215103276,51351,COM,44,51
Marolles,215103284,51352,COM,44,51
Marsangis,215103292,51353,COM,44,51
Marson,215103300,51354,COM,44,51
Massiges,215103318,51355,COM,44,51
Matignicourt-Goncourt,215103326,51356,COM,44,51
Matougues,215103334,51357,COM,44,51
Maurupt-le-Montois,215103342,51358,COM,44,51
Mécringes,215103359,51359,COM,44,51
Le Meix-Saint-Epoing,215103367,51360,COM,44,51
Le Meix-Tiercelin,215103375,51361,COM,44,51
Merfy,215103383,51362,COM,44,51
Merlaut,215103391,51363,COM,44,51
Méry-Prémecy,215103409,51364,COM,44,51
Les Mesneux,215103417,51365,COM,44,51
Le Mesnil-sur-Oger,215103425,51367,COM,44,51
Minaucourt-le-Mesnil-lès-Hurlus,215103433,51368,COM,44,51
Mœurs-Verdey,215103441,51369,COM,44,51
Moiremont,215103458,51370,COM,44,51
Moivre,215103466,51371,COM,44,51
Moncetz-Longevas,215103474,51372,COM,44,51
Moncetz-l'Abbaye,215103482,51373,COM,44,51
Mondement-Montgivroux,215103490,51374,COM,44,51
Montbré,215103508,51375,COM,44,51
Montgenost,215103516,51376,COM,44,51
Montépreux,215103524,51377,COM,44,51
Monthelon,215103532,51378,COM,44,51
Montigny-sur-Vesle,215103540,51379,COM,44,51
Montmirail,215103557,51380,COM,44,51
Montmort-Lucy,215103565,51381,COM,44,51
Mont-sur-Courville,215103573,51382,COM,44,51
Morangis,215103581,51384,COM,44,51
Morsains,215103599,51386,COM,44,51
Moslins,215103607,51387,COM,44,51
Mourmelon-le-Grand,215103615,51388,COM,44,51
Mourmelon-le-Petit,215103623,51389,COM,44,51
Moussy,215103631,51390,COM,44,51
Muizon,215103649,51391,COM,44,51
Mutigny,215103656,51392,COM,44,51
Nanteuil-la-Forêt,215103664,51393,COM,44,51
Nesle-la-Reposte,215103672,51395,COM,44,51
Nesle-le-Repons,215103680,51396,COM,44,51
La Neuville-aux-Bois,215103698,51397,COM,44,51
La Neuville-aux-Larris,215103706,51398,COM,44,51
La Neuville-au-Pont,215103714,51399,COM,44,51
Neuvy,215103722,51402,COM,44,51
Nogent-l'Abbesse,215103730,51403,COM,44,51
Noirlieu,215103748,51404,COM,44,51
Norrois,215103755,51406,COM,44,51
La Noue,215103763,51407,COM,44,51
Nuisement-sur-Coole,215103771,51409,COM,44,51
Œuilly,215103789,51410,COM,44,51
Ognes,215103805,51412,COM,44,51
Oiry,215103813,51413,COM,44,51
Olizy,215103821,51414,COM,44,51
Omey,215103839,51415,COM,44,51
Orbais-l'Abbaye,215103847,51416,COM,44,51
Orconte,215103854,51417,COM,44,51
Ormes,215103862,51418,COM,44,51
Outines,215103870,51419,COM,44,51
Outrepont,215103888,51420,COM,44,51
Oyes,215103896,51421,COM,44,51
Pargny-lès-Reims,215103904,51422,COM,44,51
Pargny-sur-Saulx,215103912,51423,COM,44,51
Passavant-en-Argonne,215103920,51424,COM,44,51
Passy-Grigny,215103938,51425,COM,44,51
Péas,215103946,51426,COM,44,51
Les Petites-Loges,215103953,51428,COM,44,51
Pévy,215103961,51429,COM,44,51
Pierre-Morains,215103979,51430,COM,44,51
Pierry,215103987,51431,COM,44,51
Pleurs,215103995,51432,COM,44,51
Plichancourt,215104001,51433,COM,44,51
Plivot,215104019,51434,COM,44,51
Pocancy,215104027,51435,COM,44,51
Pogny,215104035,51436,COM,44,51
Poilly,215104043,51437,COM,44,51
Poix,215104050,51438,COM,44,51
Pomacle,215104068,51439,COM,44,51
Pontfaverger-Moronvilliers,215104076,51440,COM,44,51
Ponthion,215104084,51441,COM,44,51
Possesse,215104092,51442,COM,44,51
Potangis,215104100,51443,COM,44,51
Pouillon,215104118,51444,COM,44,51
Pourcy,215104126,51445,COM,44,51
Pringy,215104134,51446,COM,44,51
Prosnes,215104142,51447,COM,44,51
Prouilly,215104159,51448,COM,44,51
Prunay,215104167,51449,COM,44,51
Puisieulx,215104175,51450,COM,44,51
Queudes,215104183,51451,COM,44,51
Rapsécourt,215104191,51452,COM,44,51
Recy,215104209,51453,COM,44,51
Reims,215104217,51454,COM,44,51
Reims-la-Brûlée,215104225,51455,COM,44,51
Remicourt,215104233,51456,COM,44,51
Reuil,215104241,51457,COM,44,51
Reuves,215104258,51458,COM,44,51
Réveillon,215104266,51459,COM,44,51
Rieux,215104274,51460,COM,44,51
Rilly-la-Montagne,215104282,51461,COM,44,51
Les Rivières-Henruel,215104290,51463,COM,44,51
Romain,215104308,51464,COM,44,51
Romery,215104316,51465,COM,44,51
Romigny,215104324,51466,COM,44,51
Rosnay,215104332,51468,COM,44,51
Rouffy,215104340,51469,COM,44,51
Rouvroy-Ripont,215104357,51470,COM,44,51
Sacy,215104365,51471,COM,44,51
Saint-Amand-sur-Fion,215104373,51472,COM,44,51
Saint-Bon,215104381,51473,COM,44,51
Saint-Brice-Courcelles,215104399,51474,COM,44,51
Saint-Chéron,215104407,51475,COM,44,51
Saint-Étienne-au-Temple,215104415,51476,COM,44,51
Saint-Étienne-sur-Suippe,215104423,51477,COM,44,51
Saint-Eulien,215104431,51478,COM,44,51
Saint-Euphraise-et-Clairizet,215104449,51479,COM,44,51
Sainte-Gemme,215104456,51480,COM,44,51
Saint-Germain-la-Ville,215104464,51482,COM,44,51
Saint-Gibrien,215104472,51483,COM,44,51
Saint-Gilles,215104480,51484,COM,44,51
Saint-Hilaire-au-Temple,215104498,51485,COM,44,51
Saint-Hilaire-le-Grand,215104506,51486,COM,44,51
Saint-Hilaire-le-Petit,215104514,51487,COM,44,51
Saint-Imoges,215104522,51488,COM,44,51
Saint-Jean-devant-Possesse,215104530,51489,COM,44,51
Saint-Jean-sur-Moivre,215104548,51490,COM,44,51
Saint-Jean-sur-Tourbe,215104555,51491,COM,44,51
Saint-Just-Sauvage,215104563,51492,COM,44,51
Saint-Léonard,215104571,51493,COM,44,51
Saint-Loup,215104589,51495,COM,44,51
Saint-Lumier-en-Champagne,215104597,51496,COM,44,51
Saint-Lumier-la-Populeuse,215104605,51497,COM,44,51
Saint-Mard-sur-Auve,215104613,51498,COM,44,51
Saint-Mard-lès-Rouffy,215104621,51499,COM,44,51
Saint-Mard-sur-le-Mont,215104639,51500,COM,44,51
Sainte-Marie-à-Py,215104647,51501,COM,44,51
Saint-Martin-aux-Champs,215104654,51502,COM,44,51
Saint-Martin-l'Heureux,215104662,51503,COM,44,51
Saint-Martin-sur-le-Pré,215104670,51504,COM,44,51
Saint-Masmes,215104696,51505,COM,44,51
Saint-Memmie,215104704,51506,COM,44,51
Sainte-Menehould,215104712,51507,COM,44,51
Saint-Ouen-Domprot,215104720,51508,COM,44,51
Saint-Pierre,215104688,51509,COM,44,51
Saint-Quentin-les-Marais,215104738,51510,COM,44,51
Saint-Quentin-le-Verger,215104746,51511,COM,44,51
Saint-Quentin-sur-Coole,215104753,51512,COM,44,51
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,215104761,51513,COM,44,51
Saint-Remy-sous-Broyes,215104779,51514,COM,44,51
Saint-Remy-sur-Bussy,215104787,51515,COM,44,51
Saint-Saturnin,215104795,51516,COM,44,51
Saint-Souplet-sur-Py,215104803,51517,COM,44,51
Saint-Thierry,215104811,51518,COM,44,51
Saint-Thomas-en-Argonne,215104829,51519,COM,44,51
Saint-Utin,215104837,51520,COM,44,51
Saint-Vrain,215104845,51521,COM,44,51
Sapignicourt,215104852,51522,COM,44,51
Sarcy,215104860,51523,COM,44,51
Saron-sur-Aube,215104878,51524,COM,44,51
Sarry,215104886,51525,COM,44,51
Saudoy,215104894,51526,COM,44,51
Savigny-sur-Ardres,215104902,51527,COM,44,51
Scrupt,215104910,51528,COM,44,51
Selles,215104928,51529,COM,44,51
Sept-Saulx,215104936,51530,COM,44,51
Sermaize-les-Bains,215104944,51531,COM,44,51
Sermiers,215104951,51532,COM,44,51
Servon-Melzicourt,215104969,51533,COM,44,51
Serzy-et-Prin,215104977,51534,COM,44,51
Sillery,215104993,51536,COM,44,51
Sivry-Ante,215105008,51537,COM,44,51
Sogny-aux-Moulins,215105016,51538,COM,44,51
Sogny-en-l'Angle,215105024,51539,COM,44,51
Soizy-aux-Bois,215105032,51542,COM,44,51
Somme-Bionne,215105040,51543,COM,44,51
Sommepy-Tahure,215105057,51544,COM,44,51
Sommesous,215105065,51545,COM,44,51
Somme-Suippe,215105073,51546,COM,44,51
Somme-Tourbe,215105081,51547,COM,44,51
Somme-Vesle,215105099,51548,COM,44,51
Somme-Yèvre,215105107,51549,COM,44,51
Sompuis,215105115,51550,COM,44,51
Somsois,215105123,51551,COM,44,51
Songy,215105131,51552,COM,44,51
Souain-Perthes-lès-Hurlus,215105149,51553,COM,44,51
